"Female_1","Female_2","Female_3","Male_1","Male_2","Male_3","ENSEMBL_ID","MGI_symbol","Description"
20,27,19,14,39,29,"ENSMUSG00000110824","Gm48677","predicted gene, 48677 [Source:MGI Symbol;Acc:MGI:6098297]"
16,3,9,15,16,8,"ENSMUSG00000110830","Gm46218","predicted gene, 46218 [Source:MGI Symbol;Acc:MGI:5825855]"
93,49,96,96,102,102,"ENSMUSG00000110834","Gm39469","predicted gene, 39469 [Source:MGI Symbol;Acc:MGI:5622354]"
597,695,527,595,500,581,"ENSMUSG00000110841","Gpx4-ps2","glutathione peroxidase 4, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3779731]"
54,44,53,68,70,58,"ENSMUSG00000110863","Gm34655","predicted gene, 34655 [Source:MGI Symbol;Acc:MGI:5593814]"
20,33,32,34,25,19,"ENSMUSG00000110867","Gm7368","predicted gene 7368 [Source:MGI Symbol;Acc:MGI:3643487]"
32,24,22,43,46,60,"ENSMUSG00000110869","Gm49628","predicted gene, 49628 [Source:MGI Symbol;Acc:MGI:6215053]"
18,15,12,45,25,7,"ENSMUSG00000110910","4921534A09Rik","RIKEN cDNA 4921534A09 gene [Source:MGI Symbol;Acc:MGI:2444504]"
21,26,24,30,16,19,"ENSMUSG00000110926","Gm5917","predicted gene 5917 [Source:MGI Symbol;Acc:MGI:3646334]"
104,51,77,130,114,150,"ENSMUSG00000110945","Gm9856","predicted gene 9856 [Source:MGI Symbol;Acc:MGI:3704347]"
10,3,7,1,5,10,"ENSMUSG00000110982","Gm48565","predicted gene, 48565 [Source:MGI Symbol;Acc:MGI:6098124]"
10,8,7,12,24,35,"ENSMUSG00000110993","Gm47963","predicted gene, 47963 [Source:MGI Symbol;Acc:MGI:6097241]"
49,36,34,38,45,18,"ENSMUSG00000111001","Gm8767","predicted gene 8767 [Source:MGI Symbol;Acc:MGI:3647013]"
143,102,96,132,110,120,"ENSMUSG00000111027","Gm2981","predicted gene 2981 [Source:MGI Symbol;Acc:MGI:3781159]"
92,56,102,132,145,85,"ENSMUSG00000111063","Zkscan7","zinc finger with KRAB and SCAN domains 7 [Source:MGI Symbol;Acc:MGI:3040678]"
11,6,17,13,13,5,"ENSMUSG00000111079","Gm47112","predicted gene, 47112 [Source:MGI Symbol;Acc:MGI:6095853]"
879,555,912,894,907,785,"ENSMUSG00000111080","Gm20300","predicted gene, 20300 [Source:MGI Symbol;Acc:MGI:5012485]"
35,16,23,47,75,67,"ENSMUSG00000111082","Gm30934","predicted gene, 30934 [Source:MGI Symbol;Acc:MGI:5590093]"
50,49,28,59,44,42,"ENSMUSG00000111088","9430081H08Rik","RIKEN cDNA 9430081H08 gene [Source:MGI Symbol;Acc:MGI:1924680]"
7,4,13,16,9,8,"ENSMUSG00000111090","Gm30698","predicted gene, 30698 [Source:MGI Symbol;Acc:MGI:5589857]"
20,33,13,27,28,34,"ENSMUSG00000111103","1700016J18Rik","RIKEN cDNA 1700016J18 gene [Source:MGI Symbol;Acc:MGI:1922811]"
8,7,3,10,10,9,"ENSMUSG00000111104","Gm8512","predicted gene 8512 [Source:MGI Symbol;Acc:MGI:3648240]"
12,15,15,15,26,18,"ENSMUSG00000111128","Gm49338","predicted gene, 49338 [Source:MGI Symbol;Acc:MGI:6121528]"
12,7,10,8,20,20,"ENSMUSG00000111131","9930024M15Rik","RIKEN cDNA 9930024M15 gene [Source:MGI Symbol;Acc:MGI:3026920]"
20,18,13,38,22,58,"ENSMUSG00000111160","Gm48855","predicted gene, 48855 [Source:MGI Symbol;Acc:MGI:6098594]"
7,17,7,16,9,9,"ENSMUSG00000111172","Gm39302","predicted gene, 39302 [Source:MGI Symbol;Acc:MGI:5622187]"
50,5,14,3,8,2,"ENSMUSG00000111189","Gm48293","predicted gene, 48293 [Source:MGI Symbol;Acc:MGI:6097731]"
373,267,273,461,345,309,"ENSMUSG00000111197","Gm10608","predicted gene 10608 [Source:MGI Symbol;Acc:MGI:3642009]"
3,7,9,8,19,10,"ENSMUSG00000111200","Gm33728","predicted gene, 33728 [Source:MGI Symbol;Acc:MGI:5592887]"
8,3,14,9,11,7,"ENSMUSG00000111212","Gm47087","predicted gene, 47087 [Source:MGI Symbol;Acc:MGI:6095814]"
10,4,1,3,13,3,"ENSMUSG00000111228","Gm48789","predicted gene, 48789 [Source:MGI Symbol;Acc:MGI:6098489]"
20,6,3,7,13,9,"ENSMUSG00000111241","Gm19121","predicted gene, 19121 [Source:MGI Symbol;Acc:MGI:5011306]"
3,6,9,16,6,22,"ENSMUSG00000111246","4930517E14Rik","Riken cDNA 4930517E14 gene [Source:MGI Symbol;Acc:MGI:5608878]"
0,5,7,1,16,10,"ENSMUSG00000111264","E030022I16Rik","RIKEN cDNA E030022I16 gene [Source:MGI Symbol;Acc:MGI:2444690]"
5,6,9,13,22,15,"ENSMUSG00000111292","Gm48627","predicted gene, 48627 [Source:MGI Symbol;Acc:MGI:6098227]"
31,29,26,55,36,63,"ENSMUSG00000111293","Gm34006","predicted gene, 34006 [Source:MGI Symbol;Acc:MGI:5593165]"
3,7,10,15,26,7,"ENSMUSG00000111313","Gm18942","predicted gene, 18942 [Source:MGI Symbol;Acc:MGI:5011127]"
11,0,2,10,1,6,"ENSMUSG00000111324","Gm31410","predicted gene, 31410 [Source:MGI Symbol;Acc:MGI:5590569]"
26,41,37,63,79,76,"ENSMUSG00000111329","A830035O19Rik","RIKEN cDNA A830035O19 gene [Source:MGI Symbol;Acc:MGI:3704334]"
31,27,30,36,32,31,"ENSMUSG00000111334","Gm30015","predicted gene, 30015 [Source:MGI Symbol;Acc:MGI:5589174]"
3,0,3,17,17,15,"ENSMUSG00000111341","Gm47111","predicted gene, 47111 [Source:MGI Symbol;Acc:MGI:6095851]"
6,20,8,5,15,12,"ENSMUSG00000111345","Gm48562","predicted gene, 48562 [Source:MGI Symbol;Acc:MGI:6098119]"
94,112,120,106,111,80,"ENSMUSG00000111348","Gm19531","predicted gene, 19531 [Source:MGI Symbol;Acc:MGI:5011716]"
44,68,45,28,22,29,"ENSMUSG00000111356","Rpl32l","ribosomal protein L32-like [Source:MGI Symbol;Acc:MGI:3644747]"
2105,1222,1515,1521,2094,1444,"ENSMUSG00000111375","Btbd8","BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:3646208]"
2,1,4,12,19,22,"ENSMUSG00000111390","Gm48796","predicted gene, 48796 [Source:MGI Symbol;Acc:MGI:6098500]"
89,34,94,119,223,257,"ENSMUSG00000111394","Gm49759","predicted gene, 49759 [Source:MGI Symbol;Acc:MGI:6215263]"
5,15,2,37,25,25,"ENSMUSG00000111399","Gm47328","predicted gene, 47328 [Source:MGI Symbol;Acc:MGI:6096215]"
85,53,42,51,41,68,"ENSMUSG00000111443","Gm46123","predicted gene, 46123 [Source:MGI Symbol;Acc:MGI:5825760]"
34,47,31,24,22,25,"ENSMUSG00000111446","Gm6581","predicted gene 6581 [Source:MGI Symbol;Acc:MGI:3648298]"
18,7,8,9,9,13,"ENSMUSG00000111447","Gm48249","predicted gene, 48249 [Source:MGI Symbol;Acc:MGI:6097661]"
4,4,15,9,15,8,"ENSMUSG00000111465","Gm47113","predicted gene, 47113 [Source:MGI Symbol;Acc:MGI:6095855]"
38,39,48,50,63,43,"ENSMUSG00000111474","Gm32926","predicted gene, 32926 [Source:MGI Symbol;Acc:MGI:5592085]"
4,0,11,8,5,10,"ENSMUSG00000111481","Gm47652","predicted gene, 47652 [Source:MGI Symbol;Acc:MGI:6096735]"
40,15,38,45,51,73,"ENSMUSG00000111496","Gm47483","predicted gene, 47483 [Source:MGI Symbol;Acc:MGI:6096458]"
22,17,20,17,12,11,"ENSMUSG00000111515","Gm5055","predicted gene 5055 [Source:MGI Symbol;Acc:MGI:3645061]"
3,0,1,12,4,10,"ENSMUSG00000111537","Gm7653","predicted gene 7653 [Source:MGI Symbol;Acc:MGI:3643729]"
16,21,16,10,3,8,"ENSMUSG00000111545","Gm18015","predicted gene, 18015 [Source:MGI Symbol;Acc:MGI:5010200]"
33,19,16,41,26,31,"ENSMUSG00000111547","Gm48069","predicted gene, 48069 [Source:MGI Symbol;Acc:MGI:6097398]"
27,15,23,50,48,44,"ENSMUSG00000111583","Gm47962","predicted gene, 47962 [Source:MGI Symbol;Acc:MGI:6097239]"
90,48,48,84,96,121,"ENSMUSG00000111594","Gm3365","predicted gene 3365 [Source:MGI Symbol;Acc:MGI:3781543]"
61,23,25,1,1,1,"ENSMUSG00000111602","Gm32014","predicted gene, 32014 [Source:MGI Symbol;Acc:MGI:5591173]"
19,20,32,25,8,10,"ENSMUSG00000111613","Gm4977","predicted gene 4977 [Source:MGI Symbol;Acc:MGI:3648666]"
3,13,4,8,10,4,"ENSMUSG00000111621","Gm7802","predicted gene 7802 [Source:MGI Symbol;Acc:MGI:3646524]"
3,10,7,12,21,13,"ENSMUSG00000111639","1700019L13Rik","RIKEN cDNA 1700019L13 gene [Source:MGI Symbol;Acc:MGI:1919476]"
26,15,23,17,13,14,"ENSMUSG00000111661","Gm46142","predicted gene, 46142 [Source:MGI Symbol;Acc:MGI:5825779]"
28,20,39,52,76,23,"ENSMUSG00000111662","Gm7435","predicted gene 7435 [Source:MGI Symbol;Acc:MGI:3646489]"
1,2,10,11,10,15,"ENSMUSG00000111673","Gm29724","predicted gene, 29724 [Source:MGI Symbol;Acc:MGI:5588883]"
185,237,174,194,270,197,"ENSMUSG00000111684","Gm8543","predicted gene 8543 [Source:MGI Symbol;Acc:MGI:3648878]"
124,108,77,163,144,117,"ENSMUSG00000111686","Rab7-ps1","RAB7, member RAS oncogene family, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1276565]"
8,8,1,4,58,13,"ENSMUSG00000111734","Gm29825","predicted gene, 29825 [Source:MGI Symbol;Acc:MGI:5588984]"
20,12,10,25,21,23,"ENSMUSG00000111740","Gm49783","predicted gene, 49783 [Source:MGI Symbol;Acc:MGI:6215303]"
6,30,11,85,44,44,"ENSMUSG00000111758","Gm30373","predicted gene, 30373 [Source:MGI Symbol;Acc:MGI:5589532]"
13,20,9,14,13,16,"ENSMUSG00000111761","9230112J17Rik","RIKEN cDNA 9230112J17 gene [Source:MGI Symbol;Acc:MGI:1924999]"
6,4,13,12,26,9,"ENSMUSG00000111808","Gm18225","predicted gene, 18225 [Source:MGI Symbol;Acc:MGI:5010410]"
82,68,62,76,39,22,"ENSMUSG00000111817","Gm47154","predicted gene, 47154 [Source:MGI Symbol;Acc:MGI:6095923]"
67,69,76,82,62,41,"ENSMUSG00000111828","D830035M03Rik","RIKEN cDNA D830035M03 gene [Source:MGI Symbol;Acc:MGI:2686558]"
1,3,1,1,10,14,"ENSMUSG00000111847","Gm8899","predicted gene 8899 [Source:MGI Symbol;Acc:MGI:3646245]"
94,78,77,63,38,39,"ENSMUSG00000111875","Gm5425","predicted gene 5425 [Source:MGI Symbol;Acc:MGI:3643901]"
52,72,52,43,28,25,"ENSMUSG00000111877","Gm6477","predicted gene 6477 [Source:MGI Symbol;Acc:MGI:3647945]"
2,17,16,13,23,13,"ENSMUSG00000111892","Gm47641","predicted gene, 47641 [Source:MGI Symbol;Acc:MGI:6096717]"
11,13,13,13,4,5,"ENSMUSG00000111897","Gm19810","predicted gene, 19810 [Source:MGI Symbol;Acc:MGI:5011995]"
14,21,11,29,26,22,"ENSMUSG00000111905","Gm48045","predicted gene, 48045 [Source:MGI Symbol;Acc:MGI:6097362]"
97,58,34,17,65,50,"ENSMUSG00000111910","Gm47472","predicted gene, 47472 [Source:MGI Symbol;Acc:MGI:6096442]"
8,9,4,49,75,87,"ENSMUSG00000111933","Gm36660","predicted gene, 36660 [Source:MGI Symbol;Acc:MGI:5595819]"
5,10,11,16,14,15,"ENSMUSG00000111942","Gm5182","predicted gene 5182 [Source:MGI Symbol;Acc:MGI:3649174]"
7,4,7,10,12,11,"ENSMUSG00000111943","Gm47862","predicted gene, 47862 [Source:MGI Symbol;Acc:MGI:6097078]"
31,31,23,64,33,34,"ENSMUSG00000111947","Gm47438","predicted gene, 47438 [Source:MGI Symbol;Acc:MGI:6096390]"
23,13,25,25,26,45,"ENSMUSG00000111950","Gm48893","predicted gene, 48893 [Source:MGI Symbol;Acc:MGI:6098656]"
10,12,9,5,4,9,"ENSMUSG00000111964","Gm8942","predicted gene 8942 [Source:MGI Symbol;Acc:MGI:3645705]"
32,30,33,28,20,14,"ENSMUSG00000111966","Gm5781","predicted gene 5781 [Source:MGI Symbol;Acc:MGI:3646721]"
7,2,5,7,14,15,"ENSMUSG00000111971","Gm48678","predicted gene, 48678 [Source:MGI Symbol;Acc:MGI:6098299]"
19,14,37,4,11,5,"ENSMUSG00000111977","Gm47163","predicted gene, 47163 [Source:MGI Symbol;Acc:MGI:6095939]"
368,234,203,271,259,331,"ENSMUSG00000112003","Gm4864","predicted gene 4864 [Source:MGI Symbol;Acc:MGI:3643492]"
0,4,2,11,17,11,"ENSMUSG00000112006","Gm48633","predicted gene, 48633 [Source:MGI Symbol;Acc:MGI:6098238]"
16,20,11,14,7,10,"ENSMUSG00000112007","Gm18119","predicted gene, 18119 [Source:MGI Symbol;Acc:MGI:5010304]"
39,32,28,32,33,44,"ENSMUSG00000112022","Gm2436","predicted gene 2436 [Source:MGI Symbol;Acc:MGI:3780603]"
24,14,8,54,29,15,"ENSMUSG00000112023","Lilr4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]"
12,19,7,17,11,16,"ENSMUSG00000112027","Gm9045","predicted gene 9045 [Source:MGI Symbol;Acc:MGI:3647146]"
7,5,10,11,10,6,"ENSMUSG00000112030","Gm35189","predicted gene, 35189 [Source:MGI Symbol;Acc:MGI:5594348]"
138,46,25,90,67,253,"ENSMUSG00000112036","Gm47801","predicted gene, 47801 [Source:MGI Symbol;Acc:MGI:6096979]"
91,98,83,57,46,42,"ENSMUSG00000112099","Gm8960","predicted gene 8960 [Source:MGI Symbol;Acc:MGI:3642929]"
11,6,0,1,4,13,"ENSMUSG00000112103","Gm47018","predicted gene, 47018 [Source:MGI Symbol;Acc:MGI:6095703]"
57,65,48,68,103,84,"ENSMUSG00000112105","Rps7-ps2","ribosomal protein S7, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646014]"
8,12,7,13,11,7,"ENSMUSG00000112110","Gm15608","predicted gene 15608 [Source:MGI Symbol;Acc:MGI:3801804]"
158,179,269,259,812,346,"ENSMUSG00000112117","Rmst","rhabdomyosarcoma 2 associated transcript (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1099806]"
3,6,3,21,5,26,"ENSMUSG00000112120","Gm32255","predicted gene, 32255 [Source:MGI Symbol;Acc:MGI:5591414]"
31,30,43,92,89,67,"ENSMUSG00000112129","Pbld1","phenazine biosynthesis-like protein domain containing 1 [Source:MGI Symbol;Acc:MGI:1915621]"
26,24,15,16,14,25,"ENSMUSG00000112132","Gm36229","predicted gene, 36229 [Source:MGI Symbol;Acc:MGI:5595388]"
20,15,3,27,15,36,"ENSMUSG00000112143","Gm35721","predicted gene, 35721 [Source:MGI Symbol;Acc:MGI:5594880]"
92,86,79,83,48,52,"ENSMUSG00000112145","Gm6218","predicted gene 6218 [Source:MGI Symbol;Acc:MGI:3643171]"
10,4,2,17,12,7,"ENSMUSG00000112148","Lilrb4a","leukocyte immunoglobulin-like receptor, subfamily B, member 4A [Source:MGI Symbol;Acc:MGI:102701]"
8,19,21,32,22,10,"ENSMUSG00000112150","9530018F02Rik","RIKEN cDNA 9530018F02 gene [Source:MGI Symbol;Acc:MGI:1924652]"
16,4,7,21,30,50,"ENSMUSG00000112153","Gm47591","predicted gene, 47591 [Source:MGI Symbol;Acc:MGI:6096636]"
79,97,94,178,97,158,"ENSMUSG00000112160","BC024063","cDNA sequence BC024063 [Source:MGI Symbol;Acc:MGI:2670978]"
22,8,10,2,3,7,"ENSMUSG00000112164","Gm19990","predicted gene, 19990 [Source:MGI Symbol;Acc:MGI:5012175]"
7,2,4,11,3,17,"ENSMUSG00000112201","4930532I03Rik","RIKEN cDNA 4930532I03 gene [Source:MGI Symbol;Acc:MGI:1923083]"
27,24,44,39,47,39,"ENSMUSG00000112203","Gm49167","predicted gene, 49167 [Source:MGI Symbol;Acc:MGI:6118596]"
19,16,12,25,44,28,"ENSMUSG00000112218","Gm18726","predicted gene, 18726 [Source:MGI Symbol;Acc:MGI:5010911]"
9,10,2,15,7,6,"ENSMUSG00000112237","D630033A02Rik","RIKEN cDNA D630033A02 gene [Source:MGI Symbol;Acc:MGI:3028060]"
49,52,48,67,110,72,"ENSMUSG00000112239","Gm17823","predicted gene, 17823 [Source:MGI Symbol;Acc:MGI:5010008]"
5,11,4,17,10,6,"ENSMUSG00000112252","Gm32802","predicted gene, 32802 [Source:MGI Symbol;Acc:MGI:5591961]"
11,42,31,34,25,40,"ENSMUSG00000112274","Gm47525","predicted gene, 47525 [Source:MGI Symbol;Acc:MGI:6096526]"
13,11,6,12,2,11,"ENSMUSG00000112276","5033421B08Rik","RIKEN cDNA 5033421B08 gene [Source:MGI Symbol;Acc:MGI:1923240]"
10,10,5,18,12,17,"ENSMUSG00000112278","Gm30025","predicted gene, 30025 [Source:MGI Symbol;Acc:MGI:5589184]"
38,18,20,13,26,18,"ENSMUSG00000112280","A830082N09Rik","RIKEN cDNA A830082N09 gene [Source:MGI Symbol;Acc:MGI:3041184]"
2,4,3,13,11,5,"ENSMUSG00000112290","Gm33782","predicted gene, 33782 [Source:MGI Symbol;Acc:MGI:5592941]"
15,15,14,5,13,6,"ENSMUSG00000112298","Gm48088","predicted gene, 48088 [Source:MGI Symbol;Acc:MGI:6097429]"
6,11,9,10,17,16,"ENSMUSG00000112301","Gm10752","predicted gene 10752 [Source:MGI Symbol;Acc:MGI:3642645]"
437,401,415,641,539,603,"ENSMUSG00000112302","Gm48226","predicted gene, 48226 [Source:MGI Symbol;Acc:MGI:6097627]"
6,0,5,7,20,14,"ENSMUSG00000112311","Gm8153","predicted gene 8153 [Source:MGI Symbol;Acc:MGI:3644502]"
5,10,10,7,9,8,"ENSMUSG00000112313","Gm5951","predicted gene 5951 [Source:MGI Symbol;Acc:MGI:3647256]"
17,5,19,15,22,34,"ENSMUSG00000112317","Gm47580","predicted gene, 47580 [Source:MGI Symbol;Acc:MGI:6096616]"
5,6,8,11,14,16,"ENSMUSG00000112336","Gm47766","predicted gene, 47766 [Source:MGI Symbol;Acc:MGI:6096919]"
14,10,7,14,15,23,"ENSMUSG00000112346","Gm48768","predicted gene, 48768 [Source:MGI Symbol;Acc:MGI:6098457]"
18,17,11,19,12,12,"ENSMUSG00000112348","Gm36634","predicted gene, 36634 [Source:MGI Symbol;Acc:MGI:5595793]"
34,20,18,33,23,24,"ENSMUSG00000112368","Gm49376","predicted gene, 49376 [Source:MGI Symbol;Acc:MGI:6121596]"
39,36,52,62,65,44,"ENSMUSG00000112375","Gm38560","predicted gene, 38560 [Source:MGI Symbol;Acc:MGI:5621445]"
45,65,52,62,53,54,"ENSMUSG00000112388","AI463170","expressed sequence AI463170 [Source:MGI Symbol;Acc:MGI:2144839]"
266,251,224,294,190,226,"ENSMUSG00000112390","Gm20208","predicted gene, 20208 [Source:MGI Symbol;Acc:MGI:5012393]"
9,14,16,13,15,18,"ENSMUSG00000112433","Gm30122","predicted gene, 30122 [Source:MGI Symbol;Acc:MGI:5589281]"
12767,7699,7603,9299,8764,8885,"ENSMUSG00000112449","Srp54b","signal recognition particle 54B [Source:MGI Symbol;Acc:MGI:3714357]"
81,107,86,166,203,126,"ENSMUSG00000112470","5330439M10Rik","RIKEN cDNA 5330439M10 gene [Source:MGI Symbol;Acc:MGI:1925487]"
38,42,35,23,22,34,"ENSMUSG00000112474","Gm46209","predicted gene, 46209 [Source:MGI Symbol;Acc:MGI:5825846]"
22,15,10,9,13,11,"ENSMUSG00000112478","Gm47761","predicted gene, 47761 [Source:MGI Symbol;Acc:MGI:6096912]"
21,12,8,5,7,27,"ENSMUSG00000112481","Gm29684","predicted gene, 29684 [Source:MGI Symbol;Acc:MGI:5588843]"
3,8,9,10,5,10,"ENSMUSG00000112489","9230116L04Rik","RIKEN cDNA 9230116L04 gene [Source:MGI Symbol;Acc:MGI:2447826]"
391,216,206,504,169,487,"ENSMUSG00000112498","Gm47691","predicted gene, 47691 [Source:MGI Symbol;Acc:MGI:6096798]"
38,18,17,14,11,28,"ENSMUSG00000112501","Gm33091","predicted gene, 33091 [Source:MGI Symbol;Acc:MGI:5592250]"
17,5,8,11,18,8,"ENSMUSG00000112515","Gm4928","predicted gene 4928 [Source:MGI Symbol;Acc:MGI:3644549]"
142,73,118,57,224,241,"ENSMUSG00000112517","Gm48001","predicted gene, 48001 [Source:MGI Symbol;Acc:MGI:6097301]"
48,40,50,73,103,62,"ENSMUSG00000112545","1300014J16Rik","RIKEN cDNA 1300014J16 gene [Source:MGI Symbol;Acc:MGI:1921410]"
93,88,60,99,110,73,"ENSMUSG00000112546","Gm6992","predicted gene 6992 [Source:MGI Symbol;Acc:MGI:3647975]"
12,5,5,14,15,9,"ENSMUSG00000112547","Gm47096","predicted gene, 47096 [Source:MGI Symbol;Acc:MGI:6095829]"
41,61,34,91,76,73,"ENSMUSG00000112550","Gm6627","predicted gene 6627 [Source:MGI Symbol;Acc:MGI:3644486]"
6,17,8,10,8,8,"ENSMUSG00000112567","Gm32899","predicted gene, 32899 [Source:MGI Symbol;Acc:MGI:5592058]"
14,21,17,16,26,14,"ENSMUSG00000112581","1700022H01Rik","RIKEN cDNA 1700022H01 gene [Source:MGI Symbol;Acc:MGI:1922789]"
282,325,302,230,149,131,"ENSMUSG00000112605","Gm7476","predicted gene 7476 [Source:MGI Symbol;Acc:MGI:3648574]"
26,14,15,3,15,6,"ENSMUSG00000112609","Gm47480","predicted gene, 47480 [Source:MGI Symbol;Acc:MGI:6096454]"
10,14,10,7,11,13,"ENSMUSG00000112614","Gm9030","predicted gene 9030 [Source:MGI Symbol;Acc:MGI:3646677]"
9,0,5,13,16,3,"ENSMUSG00000112621","Gm5173","predicted gene 5173 [Source:MGI Symbol;Acc:MGI:3642939]"
158,174,153,305,244,239,"ENSMUSG00000112627","4933412E12Rik","RIKEN cDNA 4933412E12 gene [Source:MGI Symbol;Acc:MGI:1918336]"
125,136,113,120,103,110,"ENSMUSG00000112639","A730063M14Rik","RIKEN cDNA A730063M14 gene [Source:MGI Symbol;Acc:MGI:2443898]"
156,95,128,183,181,231,"ENSMUSG00000112640","Gm32687","predicted gene, 32687 [Source:MGI Symbol;Acc:MGI:5591846]"
10,2,9,5,5,12,"ENSMUSG00000112677","Gm48868","predicted gene, 48868 [Source:MGI Symbol;Acc:MGI:6098613]"
39,32,28,32,35,44,"ENSMUSG00000112690","Gm2446","predicted gene 2446 [Source:MGI Symbol;Acc:MGI:3780613]"
56,40,33,91,63,42,"ENSMUSG00000112693","Gm5512","predicted gene 5512 [Source:MGI Symbol;Acc:MGI:3645436]"
7,4,6,15,12,18,"ENSMUSG00000112694","Gm33037","predicted gene, 33037 [Source:MGI Symbol;Acc:MGI:5592196]"
10,12,7,7,9,1,"ENSMUSG00000112697","Gm8137","predicted gene 8137 [Source:MGI Symbol;Acc:MGI:3647467]"
139,125,87,103,34,90,"ENSMUSG00000112704","Gm46329","predicted gene, 46329 [Source:MGI Symbol;Acc:MGI:5825966]"
29,14,6,48,34,51,"ENSMUSG00000112714","Gm4798","predicted pseudogene 4798 [Source:MGI Symbol;Acc:MGI:3644096]"
16,22,29,33,126,55,"ENSMUSG00000112734","Gm47644","predicted gene, 47644 [Source:MGI Symbol;Acc:MGI:6096722]"
8,12,14,25,31,24,"ENSMUSG00000112739","Gm20597","predicted gene, 20597 [Source:MGI Symbol;Acc:MGI:5295703]"
10,12,7,7,9,1,"ENSMUSG00000112740","Gm8264","predicted gene 8264 [Source:MGI Symbol;Acc:MGI:3647363]"
15,8,8,22,22,17,"ENSMUSG00000112742","Gm31793","predicted gene, 31793 [Source:MGI Symbol;Acc:MGI:5590952]"
29,29,41,30,30,47,"ENSMUSG00000112765","9430078K24Rik","RIKEN cDNA 9430078K24 gene [Source:MGI Symbol;Acc:MGI:1924540]"
30,24,20,22,33,32,"ENSMUSG00000112806","Gm48146","predicted gene, 48146 [Source:MGI Symbol;Acc:MGI:6097513]"
63,64,42,52,99,91,"ENSMUSG00000112808","Gm4739","predicted gene 4739 [Source:MGI Symbol;Acc:MGI:3642984]"
17,13,13,11,34,27,"ENSMUSG00000112822","A130012E19Rik","RIKEN cDNA A130012E19 gene [Source:MGI Symbol;Acc:MGI:2443640]"
10,17,13,17,17,38,"ENSMUSG00000112823","Gm6125","predicted gene 6125 [Source:MGI Symbol;Acc:MGI:3644052]"
16,16,10,10,6,14,"ENSMUSG00000112824","Gm47917","predicted gene, 47917 [Source:MGI Symbol;Acc:MGI:6097168]"
93,67,79,70,42,40,"ENSMUSG00000112825","Gm9118","predicted gene 9118 [Source:MGI Symbol;Acc:MGI:3648185]"
21,14,6,23,25,24,"ENSMUSG00000112828","Gm48495","predicted gene, 48495 [Source:MGI Symbol;Acc:MGI:6098020]"
6,21,16,10,29,19,"ENSMUSG00000112854","Gm38403","predicted gene, 38403 [Source:MGI Symbol;Acc:MGI:5621288]"
19,20,20,24,29,25,"ENSMUSG00000112880","Gm20337","predicted gene, 20337 [Source:MGI Symbol;Acc:MGI:5012522]"
54,64,76,45,35,31,"ENSMUSG00000112908","Gm7392","predicted gene 7392 [Source:MGI Symbol;Acc:MGI:3648358]"
44,43,39,36,32,25,"ENSMUSG00000112909","Gm10120","predicted gene 10120 [Source:MGI Symbol;Acc:MGI:3641745]"
12,18,7,17,11,14,"ENSMUSG00000112919","Gm9049","predicted gene 9049 [Source:MGI Symbol;Acc:MGI:3644216]"
17,19,5,22,61,37,"ENSMUSG00000112925","Gm31763","predicted gene, 31763 [Source:MGI Symbol;Acc:MGI:5590922]"
90,53,52,85,106,55,"ENSMUSG00000112926","Gm7172","predicted gene 7172 [Source:MGI Symbol;Acc:MGI:3643000]"
14,20,10,15,29,25,"ENSMUSG00000112941","Gm48623","predicted gene, 48623 [Source:MGI Symbol;Acc:MGI:6098220]"
10,9,23,15,26,42,"ENSMUSG00000112944","Gm48885","predicted gene, 48885 [Source:MGI Symbol;Acc:MGI:6098643]"
28,17,32,37,43,48,"ENSMUSG00000112945","Gm32151","predicted gene, 32151 [Source:MGI Symbol;Acc:MGI:5591310]"
8,21,18,25,23,20,"ENSMUSG00000112950","Gm32369","predicted gene, 32369 [Source:MGI Symbol;Acc:MGI:5591528]"
4,0,3,13,3,10,"ENSMUSG00000112959","Gm32834","predicted gene, 32834 [Source:MGI Symbol;Acc:MGI:5591993]"
150,95,119,156,145,116,"ENSMUSG00000112964","E430024I08Rik","RIKEN cDNA E430024I08 gene [Source:MGI Symbol;Acc:MGI:3649010]"
64,45,16,28,20,28,"ENSMUSG00000112977","Gm34081","predicted gene, 34081 [Source:MGI Symbol;Acc:MGI:5593240]"
271,301,204,223,311,282,"ENSMUSG00000112980","D430020J02Rik","RIKEN cDNA D430020J02 gene [Source:MGI Symbol;Acc:MGI:2442237]"
17,13,7,6,9,11,"ENSMUSG00000112990","Gm47372","predicted gene, 47372 [Source:MGI Symbol;Acc:MGI:6096284]"
8,2,6,12,7,35,"ENSMUSG00000113003","Gm47138","predicted gene, 47138 [Source:MGI Symbol;Acc:MGI:6095896]"
15,10,11,36,12,26,"ENSMUSG00000113019","Gm47467","predicted gene, 47467 [Source:MGI Symbol;Acc:MGI:6096433]"
1,2,4,6,15,16,"ENSMUSG00000113020","Gm48063","predicted gene, 48063 [Source:MGI Symbol;Acc:MGI:6097389]"
